Time,Download (B),Total (B)
2016/12/31 22:00:00.000000 +00:00,0,0
2017/01/01 02:00:00.000000 +00:00,14405.40444,52117.61778
2017/01/01 06:00:00.000000 +00:00,195.1288889,243.4844444
2017/01/01 10:00:00.000000 +00:00,392986.1689,431200.1422
2017/01/01 14:00:00.000000 +00:00,144709.4044,179572.0533
2017/01/01 18:00:00.000000 +00:00,127586.9867,137284.8356
2017/01/01 22:00:00.000000 +00:00,181485.2267,195148.2311
2017/01/02 02:00:00.000000 +00:00,10.80888889,44.94222222
2017/01/02 06:00:00.000000 +00:00,6843.733333,7420.586667
2017/01/02 10:00:00.000000 +00:00,56189.15556,71663.50222
2017/01/02 14:00:00.000000 +00:00,230290.7733,281617.0667
2017/01/02 18:00:00.000000 +00:00,226699.9467,265055.5733
2017/01/02 22:00:00.000000 +00:00,33091.12889,45052.01778
2017/01/03 02:00:00.000000 +00:00,220554.8089,230941.5822
2017/01/03 06:00:00.000000 +00:00,325.9733333,461.9377778
2017/01/03 10:00:00.000000 +00:00,131634.0622,143553.9911
2017/01/03 14:00:00.000000 +00:00,394922.0978,428830.72
2017/01/03 18:00:00.000000 +00:00,48508.58667,60026.88
2017/01/03 22:00:00.000000 +00:00,7947.377778,10470.96889
2017/01/04 02:00:00.000000 +00:00,1194.097778,1755.022222
2017/01/04 06:00:00.000000 +00:00,6510.364444,7644.728889
2017/01/04 10:00:00.000000 +00:00,317706.8089,331302.1156
2017/01/04 14:00:00.000000 +00:00,1053010.489,1094119.538
2017/01/04 18:00:00.000000 +00:00,162090.6667,169407.1467
2017/01/04 22:00:00.000000 +00:00,11556.40889,12647.53778
2017/01/05 02:00:00.000000 +00:00,2270.435556,3751.822222
2017/01/05 06:00:00.000000 +00:00,677.5466667,785.0666667
2017/01/05 10:00:00.000000 +00:00,50111.14667,54811.87556
2017/01/05 14:00:00.000000 +00:00,249797.9733,263185.6356
2017/01/05 18:00:00.000000 +00:00,196794.5956,247246.5067
2017/01/05 22:00:00.000000 +00:00,13908.76444,16242.91556
2017/01/06 02:00:00.000000 +00:00,0,0
2017/01/06 06:00:00.000000 +00:00,102.9688889,142.2222222
2017/01/06 10:00:00.000000 +00:00,14534.54222,17985.42222
2017/01/06 14:00:00.000000 +00:00,132775.8222,144381.1556
2017/01/06 18:00:00.000000 +00:00,320049.4933,335671.7511
2017/01/06 22:00:00.000000 +00:00,20895.28889,22639.50222
2017/01/07 02:00:00.000000 +00:00,420.4088889,490.9511111
2017/01/07 06:00:00.000000 +00:00,2144.711111,2421.76
2017/01/07 10:00:00.000000 +00:00,10757.68889,13874.63111
2017/01/07 14:00:00.000000 +00:00,168441.7422,216581.6889
2017/01/07 18:00:00.000000 +00:00,25909.47556,43131.44889
2017/01/07 22:00:00.000000 +00:00,841.9555556,1137.777778
2017/01/08 02:00:00.000000 +00:00,943.2177778,1137.777778
2017/01/08 06:00:00.000000 +00:00,1327.217778,1476.835556
2017/01/08 10:00:00.000000 +00:00,13197.08444,15916.37333
2017/01/08 14:00:00.000000 +00:00,84106.24,99789.93778
2017/01/08 18:00:00.000000 +00:00,16896.56889,19235.84
2017/01/08 22:00:00.000000 +00:00,1410.275556,1647.502222
2017/01/09 02:00:00.000000 +00:00,48.92444444,87.60888889
2017/01/09 06:00:00.000000 +00:00,7322.168889,7751.111111
2017/01/09 10:00:00.000000 +00:00,29201.63556,31143.25333
2017/01/09 14:00:00.000000 +00:00,502259.4844,571254.8978
2017/01/09 18:00:00.000000 +00:00,235353.8844,263058.2044
2017/01/09 22:00:00.000000 +00:00,2020.124444,2526.435556
2017/01/10 02:00:00.000000 +00:00,0,0
2017/01/10 06:00:00.000000 +00:00,625.7777778,876.0888889
2017/01/10 10:00:00.000000 +00:00,968311.4667,1000078.222
2017/01/10 14:00:00.000000 +00:00,906914.7022,943037.44
2017/01/10 18:00:00.000000 +00:00,380141.2267,407577.6
2017/01/10 22:00:00.000000 +00:00,3836.017778,4384.995556
2017/01/11 02:00:00.000000 +00:00,869.2622222,1156.551111
2017/01/11 06:00:00.000000 +00:00,21.61777778,31.85777778
2017/01/11 10:00:00.000000 +00:00,60645.83111,63681.99111
2017/01/11 14:00:00.000000 +00:00,531004.3022,553376.4267
2017/01/11 18:00:00.000000 +00:00,551390.4356,576291.84
2017/01/11 22:00:00.000000 +00:00,13168.64,16001.13778
2017/01/12 02:00:00.000000 +00:00,7850.666667,14116.40889
2017/01/12 06:00:00.000000 +00:00,139388.5867,145125.8311
2017/01/12 10:00:00.000000 +00:00,547055.5022,585784.32
2017/01/12 14:00:00.000000 +00:00,335893.0489,354348.3733
2017/01/12 18:00:00.000000 +00:00,336727.6089,354234.5956
2017/01/12 22:00:00.000000 +00:00,31813.97333,34606.08
2017/01/13 02:00:00.000000 +00:00,373.1911111,642.8444444
2017/01/13 06:00:00.000000 +00:00,73346.27556,81240.17778
2017/01/13 10:00:00.000000 +00:00,494489.6,533807.7867
2017/01/13 14:00:00.000000 +00:00,459457.4222,509086.72
2017/01/13 18:00:00.000000 +00:00,163064.6044,176539.8756
2017/01/13 22:00:00.000000 +00:00,109615.2178,127958.4711
2017/01/14 02:00:00.000000 +00:00,110795.0933,122891.9467
2017/01/14 06:00:00.000000 +00:00,541.0133333,646.8266667
2017/01/14 10:00:00.000000 +00:00,13445.12,17386.38222
2017/01/14 14:00:00.000000 +00:00,279371.6622,304224.1422
2017/01/14 18:00:00.000000 +00:00,186435.1289,202046.5778
2017/01/14 22:00:00.000000 +00:00,78772.90667,85501.72444
2017/01/15 02:00:00.000000 +00:00,5947.164444,7395.555556
2017/01/15 06:00:00.000000 +00:00,4972.088889,5476.693333
2017/01/15 10:00:00.000000 +00:00,34982.68444,39919.50222
2017/01/15 14:00:00.000000 +00:00,149572.8356,184868.9778
2017/01/15 18:00:00.000000 +00:00,61866.66667,77349.54667
2017/01/15 22:00:00.000000 +00:00,87623.68,91225.88444
2017/01/16 02:00:00.000000 +00:00,5022.151111,5609.244444
2017/01/16 06:00:00.000000 +00:00,265520.3556,272925.0133
2017/01/16 10:00:00.000000 +00:00,76548.55111,82315.37778
2017/01/16 14:00:00.000000 +00:00,214586.5956,264230.6844
2017/01/16 18:00:00.000000 +00:00,208716.2311,224996.1244
2017/01/16 22:00:00.000000 +00:00,40151.04,79222.89778
2017/01/17 02:00:00.000000 +00:00,4487.395556,8504.32
2017/01/17 06:00:00.000000 +00:00,17635.55556,22085.97333
2017/01/17 10:00:00.000000 +00:00,280966.8267,300653.7956
2017/01/17 14:00:00.000000 +00:00,318787.1289,427025.6356
2017/01/17 18:00:00.000000 +00:00,161864.8178,183315.3422
2017/01/17 22:00:00.000000 +00:00,51767.18222,55473.49333
2017/01/18 02:00:00.000000 +00:00,170.0977778,236.6577778
2017/01/18 06:00:00.000000 +00:00,7323.875556,7676.017778
2017/01/18 10:00:00.000000 +00:00,94146.56,105522.6311
2017/01/18 14:00:00.000000 +00:00,421112.0356,451514.0267
2017/01/18 18:00:00.000000 +00:00,220209.4933,235637.1911
2017/01/18 22:00:00.000000 +00:00,2555.448889,3375.786667
2017/01/19 02:00:00.000000 +00:00,1257.813333,1821.582222
2017/01/19 06:00:00.000000 +00:00,12079.21778,12980.90667
2017/01/19 10:00:00.000000 +00:00,116270.6489,133401.6
2017/01/19 14:00:00.000000 +00:00,142711.4667,170567.68
2017/01/19 18:00:00.000000 +00:00,148113.0667,187266.8444
2017/01/19 22:00:00.000000 +00:00,21052.30222,23161.74222
2017/01/20 02:00:00.000000 +00:00,51056.07111,55037.15556
2017/01/20 06:00:00.000000 +00:00,2487.751111,2835.342222
2017/01/20 10:00:00.000000 +00:00,904723.3422,946222.6489
2017/01/20 14:00:00.000000 +00:00,495640.4622,540071.8222
2017/01/20 18:00:00.000000 +00:00,474411.8044,498658.4178
2017/01/20 22:00:00.000000 +00:00,70510.36444,87450.73778
2017/01/21 02:00:00.000000 +00:00,2115.697778,3045.262222
2017/01/21 06:00:00.000000 +00:00,21655.32444,23653.83111
2017/01/21 10:00:00.000000 +00:00,96306.63111,137977.1733
2017/01/21 14:00:00.000000 +00:00,325475.5556,441958.4
2017/01/21 18:00:00.000000 +00:00,184033.28,233004.9422
2017/01/21 22:00:00.000000 +00:00,59878.4,73019.73333
2017/01/22 02:00:00.000000 +00:00,20386.70222,22285.08444
2017/01/22 06:00:00.000000 +00:00,1352.817778,1525.191111
2017/01/22 10:00:00.000000 +00:00,127304.2489,144394.8089
2017/01/22 14:00:00.000000 +00:00,408422.4,435044.6933
2017/01/22 18:00:00.000000 +00:00,301376.8533,425391.7867
2017/01/22 22:00:00.000000 +00:00,150485.3333,156507.5911
2017/01/23 02:00:00.000000 +00:00,569.4577778,816.3555556
2017/01/23 06:00:00.000000 +00:00,930.7022222,1309.582222
2017/01/23 10:00:00.000000 +00:00,38316.37333,43053.51111
2017/01/23 14:00:00.000000 +00:00,153240.4622,169453.7956
2017/01/23 18:00:00.000000 +00:00,61701.68889,65653.19111
2017/01/23 22:00:00.000000 +00:00,1670.826667,2124.231111
2017/01/24 02:00:00.000000 +00:00,183.1822222,271.36
2017/01/24 06:00:00.000000 +00:00,1649.208889,1970.631111
2017/01/24 10:00:00.000000 +00:00,167435.9467,180066.9867
2017/01/24 14:00:00.000000 +00:00,247895.6089,261969.3511
2017/01/24 18:00:00.000000 +00:00,38413.65333,42912.42667
2017/01/24 22:00:00.000000 +00:00,37489.20889,40525.93778
2017/01/25 02:00:00.000000 +00:00,149.6177778,252.5866667
2017/01/25 06:00:00.000000 +00:00,16149.61778,17446.11556
2017/01/25 10:00:00.000000 +00:00,270712.0356,286153.3867
2017/01/25 14:00:00.000000 +00:00,929433.6,1016500.907
2017/01/25 18:00:00.000000 +00:00,390409.6711,486683.8756
2017/01/25 22:00:00.000000 +00:00,133631.4311,139220.1956
2017/01/26 02:00:00.000000 +00:00,900.5511111,1191.822222
2017/01/26 06:00:00.000000 +00:00,143846.9689,151060.48
2017/01/26 10:00:00.000000 +00:00,338425.7422,372368.4978
2017/01/26 14:00:00.000000 +00:00,246526.2933,278893.2267
2017/01/26 18:00:00.000000 +00:00,149789.0133,172083.7689
2017/01/26 22:00:00.000000 +00:00,8493.511111,10113.13778
2017/01/27 02:00:00.000000 +00:00,64730.45333,66848.42667
2017/01/27 06:00:00.000000 +00:00,30920.81778,33245.29778
2017/01/27 10:00:00.000000 +00:00,129889.28,144055.7511
2017/01/27 14:00:00.000000 +00:00,258856.96,319918.08
2017/01/27 18:00:00.000000 +00:00,215736.32,262575.7867
2017/01/27 22:00:00.000000 +00:00,10142.72,13144.17778
2017/01/28 02:00:00.000000 +00:00,12420.55111,14404.83556
2017/01/28 06:00:00.000000 +00:00,2720.426667,3376.924444
2017/01/28 10:00:00.000000 +00:00,282820.2667,289539.9822
2017/01/28 14:00:00.000000 +00:00,489931.0933,543137.5644
2017/01/28 18:00:00.000000 +00:00,84282.59556,100423.1111
2017/01/28 22:00:00.000000 +00:00,47090.34667,49489.35111
2017/01/29 02:00:00.000000 +00:00,20635.87556,26506.24
2017/01/29 06:00:00.000000 +00:00,5906.204444,6554.168889
2017/01/29 10:00:00.000000 +00:00,9629.582222,14034.48889
2017/01/29 14:00:00.000000 +00:00,878338.8444,951876.2667
2017/01/29 18:00:00.000000 +00:00,200907.6622,215343.2178
2017/01/29 22:00:00.000000 +00:00,53039.78667,80080.21333
2017/01/30 02:00:00.000000 +00:00,7692.515556,9021.44
2017/01/30 06:00:00.000000 +00:00,1606.542222,2272.142222
2017/01/30 10:00:00.000000 +00:00,15524.40889,16704.85333
2017/01/30 14:00:00.000000 +00:00,35897.45778,51870.15111
2017/01/30 18:00:00.000000 +00:00,91620.69333,102999.6089
2017/01/30 22:00:00.000000 +00:00,72261.40444,77418.95111
2017/01/31 02:00:00.000000 +00:00,8257.991111,12001.28
2017/01/31 06:00:00.000000 +00:00,1144.604444,1559.324444
2017/01/31 10:00:00.000000 +00:00,485159.8222,544187.1644
2017/01/31 14:00:00.000000 +00:00,1088051.2,1554773.333
2017/01/31 18:00:00.000000 +00:00,255606.8978,276961.8489
2017/01/31 22:00:00.000000 +00:00,81912.60444,86249.81333
2017/02/01 02:00:00.000000 +00:00,242.3466667,366.9333333
2017/02/01 06:00:00.000000 +00:00,33665.13778,34445.65333
2017/02/01 10:00:00.000000 +00:00,74934.61333,81422.79111
2017/02/01 14:00:00.000000 +00:00,249826.4178,271980.0889
2017/02/01 18:00:00.000000 +00:00,353611.6622,376096.4267
2017/02/01 22:00:00.000000 +00:00,8902.542222,10287.78667
2017/02/02 02:00:00.000000 +00:00,0,0
2017/02/02 06:00:00.000000 +00:00,1206.613333,1298.773333
2017/02/02 10:00:00.000000 +00:00,76390.96889,110669.3689
2017/02/02 14:00:00.000000 +00:00,337819.8756,574318.3644
2017/02/02 18:00:00.000000 +00:00,286363.8756,302496.4267
2017/02/02 22:00:00.000000 +00:00,37220.12444,42956.8
2017/02/03 02:00:00.000000 +00:00,29.01333333,43.23555556
2017/02/03 06:00:00.000000 +00:00,580.2666667,683.8044444
2017/02/03 10:00:00.000000 +00:00,183209.5289,197772.5156
2017/02/03 14:00:00.000000 +00:00,271567.0756,287209.2444
2017/02/03 18:00:00.000000 +00:00,114881.4222,140160
2017/02/03 22:00:00.000000 +00:00,99555.55556,112394.24
2017/02/04 02:00:00.000000 +00:00,26839.04,30965.76
2017/02/04 06:00:00.000000 +00:00,285961.1022,291465.1022
2017/02/04 10:00:00.000000 +00:00,28104.24889,36052.76444
2017/02/04 14:00:00.000000 +00:00,470691.84,517276.4444
2017/02/04 18:00:00.000000 +00:00,90336.71111,99539.05778
2017/02/04 22:00:00.000000 +00:00,58794.66667,68350.29333
2017/02/05 02:00:00.000000 +00:00,10617.74222,12040.53333
2017/02/05 06:00:00.000000 +00:00,199109.4044,203914.24
2017/02/05 10:00:00.000000 +00:00,41931.09333,84586.38222
2017/02/05 14:00:00.000000 +00:00,417637.2622,507709.44
2017/02/05 18:00:00.000000 +00:00,346664.96,366846.2933
2017/02/05 22:00:00.000000 +00:00,50710.18667,62442.95111
2017/02/06 02:00:00.000000 +00:00,26265.03111,34050.27556
2017/02/06 06:00:00.000000 +00:00,6947.271111,7451.306667
2017/02/06 10:00:00.000000 +00:00,109544.6756,127140.9778
2017/02/06 14:00:00.000000 +00:00,164202.3822,284686.7911
2017/02/06 18:00:00.000000 +00:00,395658.8089,440719.9289
2017/02/06 22:00:00.000000 +00:00,103973.5467,112298.6667
2017/02/07 02:00:00.000000 +00:00,396.5155556,615.5377778
2017/02/07 06:00:00.000000 +00:00,153.6,193.9911111
2017/02/07 10:00:00.000000 +00:00,496239.5022,527700.7644
2017/02/07 14:00:00.000000 +00:00,486110.4356,549207.6089
2017/02/07 18:00:00.000000 +00:00,576122.88,631417.1733
2017/02/07 22:00:00.000000 +00:00,18965.04889,24390.54222
2017/02/08 02:00:00.000000 +00:00,0,0
2017/02/08 06:00:00.000000 +00:00,2232.888889,2595.84
2017/02/08 10:00:00.000000 +00:00,43037.01333,58638.22222
2017/02/08 14:00:00.000000 +00:00,1710977.138,2029915.022
2017/02/08 18:00:00.000000 +00:00,279938.8444,336164.9778
2017/02/08 22:00:00.000000 +00:00,37663.85778,43347.62667
2017/02/09 02:00:00.000000 +00:00,37741.79556,39800.03556
2017/02/09 06:00:00.000000 +00:00,106769.0667,110283.0933
2017/02/09 10:00:00.000000 +00:00,27456.28444,32223.00444
2017/02/09 14:00:00.000000 +00:00,410194.4889,435576.6044
2017/02/09 18:00:00.000000 +00:00,40408.74667,49430.18667
2017/02/09 22:00:00.000000 +00:00,42281.52889,60569.6
2017/02/10 02:00:00.000000 +00:00,207580.16,215051.3778
2017/02/10 06:00:00.000000 +00:00,3111.253333,3642.595556
2017/02/10 10:00:00.000000 +00:00,48408.46222,56063.43111
2017/02/10 14:00:00.000000 +00:00,317859.2711,360386.56
2017/02/10 18:00:00.000000 +00:00,115519.1467,129020.0178
2017/02/10 22:00:00.000000 +00:00,41172.19556,51456.56889
2017/02/11 02:00:00.000000 +00:00,58368.56889,70353.92
2017/02/11 06:00:00.000000 +00:00,26926.08,27958.61333
2017/02/11 10:00:00.000000 +00:00,54595.69778,60402.34667
2017/02/11 14:00:00.000000 +00:00,389314.56,462194.3467
2017/02/11 18:00:00.000000 +00:00,1247870.293,1332640.427
2017/02/11 22:00:00.000000 +00:00,126214.8267,183083.8044
2017/02/12 02:00:00.000000 +00:00,38798.22222,45564.58667
2017/02/12 06:00:00.000000 +00:00,126.8622222,186.0266667
2017/02/12 10:00:00.000000 +00:00,241629.8667,293793.5644
2017/02/12 14:00:00.000000 +00:00,510057.2444,612982.3289
2017/02/12 18:00:00.000000 +00:00,461776.7822,631099.7333
2017/02/12 22:00:00.000000 +00:00,32953.45778,35108.97778
2017/02/13 02:00:00.000000 +00:00,1363.626667,1588.906667
2017/02/13 06:00:00.000000 +00:00,33684.48,50341.54667
2017/02/13 10:00:00.000000 +00:00,326012.5867,346163.2
2017/02/13 14:00:00.000000 +00:00,241387.52,351389.5822
2017/02/13 18:00:00.000000 +00:00,412188.4444,468687.6444
2017/02/13 22:00:00.000000 +00:00,27044.40889,30027.66222
2017/02/14 02:00:00.000000 +00:00,23184.49778,26877.72444
2017/02/14 06:00:00.000000 +00:00,108980.9067,115038.4356
2017/02/14 10:00:00.000000 +00:00,165158.6844,182132.0533
2017/02/14 14:00:00.000000 +00:00,209645.2267,230993.92
2017/02/14 18:00:00.000000 +00:00,437513.6711,463341.2267
2017/02/14 22:00:00.000000 +00:00,3031.608889,3317.191111
2017/02/15 02:00:00.000000 +00:00,2466.702222,3277.368889
2017/02/15 06:00:00.000000 +00:00,32572.87111,40870.11556
2017/02/15 10:00:00.000000 +00:00,148753.6356,174398.0089
2017/02/15 14:00:00.000000 +00:00,410879.4311,438809.6
2017/02/15 18:00:00.000000 +00:00,254370.1333,284222.0089
2017/02/15 22:00:00.000000 +00:00,5948.302222,7508.195556
2017/02/16 02:00:00.000000 +00:00,0,0
2017/02/16 06:00:00.000000 +00:00,0,0
2017/02/16 10:00:00.000000 +00:00,65195.80444,88602.16889
2017/02/16 14:00:00.000000 +00:00,1367342.649,1424252.018
2017/02/16 18:00:00.000000 +00:00,395370.9511,420403.2
2017/02/16 22:00:00.000000 +00:00,7010.986667,8106.666667
2017/02/17 02:00:00.000000 +00:00,11.37777778,18.20444444
2017/02/17 06:00:00.000000 +00:00,1171.911111,1601.422222
2017/02/17 10:00:00.000000 +00:00,231294.2933,251868.16
2017/02/17 14:00:00.000000 +00:00,1199230.293,1312907.947
2017/02/17 18:00:00.000000 +00:00,817861.9733,875328.2844
2017/02/17 22:00:00.000000 +00:00,138521.0311,179917.9378
2017/02/18 02:00:00.000000 +00:00,4169.386667,7067.875556
2017/02/18 06:00:00.000000 +00:00,946.0622222,2800.071111
2017/02/18 10:00:00.000000 +00:00,102405.12,132309.3333
2017/02/18 14:00:00.000000 +00:00,657327.7867,858777.6
2017/02/18 18:00:00.000000 +00:00,577024,663752.8178
2017/02/18 22:00:00.000000 +00:00,65701.54667,82018.41778
2017/02/19 02:00:00.000000 +00:00,9455.502222,11059.76889
2017/02/19 06:00:00.000000 +00:00,8122.026667,8791.608889
2017/02/19 10:00:00.000000 +00:00,170948.2667,200352.4267
2017/02/19 14:00:00.000000 +00:00,586731.52,797234.6311
2017/02/19 18:00:00.000000 +00:00,303005.5822,402451.9111
2017/02/19 22:00:00.000000 +00:00,110274.56,122265.0311
2017/02/20 02:00:00.000000 +00:00,334.5066667,457.3866667
2017/02/20 06:00:00.000000 +00:00,831.1466667,1130.951111
2017/02/20 10:00:00.000000 +00:00,147884.3733,157904.7822
2017/02/20 14:00:00.000000 +00:00,1215082.951,1284398.08
2017/02/20 18:00:00.000000 +00:00,417063.2533,570003.3422
2017/02/20 22:00:00.000000 +00:00,39776.14222,42621.72444
2017/02/21 02:00:00.000000 +00:00,10.24,17.63555556
2017/02/21 06:00:00.000000 +00:00,7.964444444,7.964444444
2017/02/21 10:00:00.000000 +00:00,444032,572348.8711
2017/02/21 14:00:00.000000 +00:00,486476.2311,617939.6267
2017/02/21 18:00:00.000000 +00:00,592552.96,729568.1422
2017/02/21 22:00:00.000000 +00:00,93830.82667,117833.9556
2017/02/22 02:00:00.000000 +00:00,149839.0756,154399.2889
2017/02/22 06:00:00.000000 +00:00,101923.2711,106323.6267
2017/02/22 10:00:00.000000 +00:00,135162.3111,158129.4933
2017/02/22 14:00:00.000000 +00:00,779020.5156,852070.9689
2017/02/22 18:00:00.000000 +00:00,74031.78667,91437.51111
2017/02/22 22:00:00.000000 +00:00,590.5066667,746.3822222
2017/02/23 02:00:00.000000 +00:00,25.6,39.25333333
2017/02/23 06:00:00.000000 +00:00,9268.337778,9883.306667
2017/02/23 10:00:00.000000 +00:00,224628.0533,259517.44
2017/02/23 14:00:00.000000 +00:00,529821.5822,712598.1867
2017/02/23 18:00:00.000000 +00:00,1523305.813,1730549.191
2017/02/23 22:00:00.000000 +00:00,17253.83111,19392.28444
2017/02/24 02:00:00.000000 +00:00,81473.42222,83366.11556
2017/02/24 06:00:00.000000 +00:00,749.7955556,867.5555556
2017/02/24 10:00:00.000000 +00:00,138286.6489,176919.8933
2017/02/24 14:00:00.000000 +00:00,506751.4311,698313.3867
2017/02/24 18:00:00.000000 +00:00,687226.3111,835597.6533
2017/02/24 22:00:00.000000 +00:00,355777.4222,457226.24
2017/02/25 02:00:00.000000 +00:00,39081.52889,48697.45778
2017/02/25 06:00:00.000000 +00:00,0,0
2017/02/25 10:00:00.000000 +00:00,317070.2222,335058.4889
2017/02/25 14:00:00.000000 +00:00,868219.4489,958917.9733
2017/02/25 18:00:00.000000 +00:00,367862.3289,509931.52
2017/02/25 22:00:00.000000 +00:00,120214.7556,149857.28
2017/02/26 02:00:00.000000 +00:00,6531.413333,8081.635556
2017/02/26 06:00:00.000000 +00:00,114.3466667,161.5644444
2017/02/26 10:00:00.000000 +00:00,29304.03556,35340.51556
2017/02/26 14:00:00.000000 +00:00,615709.0133,701107.7689
2017/02/26 18:00:00.000000 +00:00,80129.70667,108229.9733
2017/02/26 22:00:00.000000 +00:00,206514.0622,217827.5556
2017/02/27 02:00:00.000000 +00:00,5006.222222,6725.973333
2017/02/27 06:00:00.000000 +00:00,2839.324444,3350.186667
2017/02/27 10:00:00.000000 +00:00,271013.5467,280574.2933
2017/02/27 14:00:00.000000 +00:00,256901.6889,302814.4356
2017/02/27 18:00:00.000000 +00:00,134185.5289,163810.9867
2017/02/27 22:00:00.000000 +00:00,80907.37778,91893.19111
2017/02/28 02:00:00.000000 +00:00,162.1333333,292.4088889
2017/02/28 06:00:00.000000 +00:00,252.5866667,395.9466667
2017/02/28 10:00:00.000000 +00:00,586002.7733,614634.3822
2017/02/28 14:00:00.000000 +00:00,343527.5378,388027.7333
2017/02/28 18:00:00.000000 +00:00,134768.64,191385.0311
2017/02/28 22:00:00.000000 +00:00,40614.11556,45499.16444
2017/03/01 02:00:00.000000 +00:00,543.2888889,688.9244444
2017/03/01 06:00:00.000000 +00:00,255.4311111,277.6177778
2017/03/01 10:00:00.000000 +00:00,243772.3022,482200.4622
2017/03/01 14:00:00.000000 +00:00,331453.44,482879.7156
2017/03/01 18:00:00.000000 +00:00,239804.8711,283934.1511
2017/03/01 22:00:00.000000 +00:00,178103.7511,329778.0622
